ID,Prompt,element,product_process_ratio,chars_process_per_min_incl_space,chars_process_per_min_excl_space,mean_process_time_in_p_burst_pt200,mean_typed_chars_in_p_burst_pt200,mean_pause_time_in_seconds_pt200,proportion_of_pause_time_pt200,mean_process_time_in_p_burst_pt1000,mean_typed_chars_in_p_burst_pt1000,mean_pause_time_in_seconds_pt1000,proportion_of_pause_time_pt1000,mean_process_time_in_p_burst_pt2000,mean_typed_chars_in_p_burst_pt2000,mean_pause_time_in_seconds_pt2000,proportion_of_pause_time_pt2000,mean_pause_time_sec_within_words_pt200,mean_pause_time_sec_between_words_pt200,mean_pause_time_sec_between_sentences_pt200,mean_pause_time_sec_within_words_pt1000,mean_pause_time_sec_between_words_pt1000,mean_pause_time_sec_between_sentences_pt1000,mean_pause_time_sec_within_words_pt2000,mean_pause_time_sec_between_words_pt2000,mean_pause_time_sec_between_sentences_pt2000,proportion_of_pause_time_within_words_pt200,proportion_of_pause_time_within_words_pt1000,proportion_of_pause_time_within_words_pt2000,proportion_of_pause_time_between_words_pt200,proportion_of_pause_time_between_words_pt1000,proportion_of_pause_time_between_words_pt2000,proportion_of_pause_time_between_sentences_pt200,proportion_of_pause_time_between_sentences_pt1000,proportion_of_pause_time_between_sentences_pt2000
29,Appearance,PrimaryClaim,0.729323308,13.71187575,11.21880743,14.4400375,3.3,0.697705128,0.047109469,77.01353333,17.6,2.474615385,0.027847919,144.400375,33,3.741166667,0.019431217,0.289,0.824931034,0,0,2.429333333,0,0,3.344,0,0.007255002,0,0,0.020708914,0.012617696,0.008684188,0,0,0
30,Appearance,Data,0.880890052,29.80223255,24.49912892,2.273197861,1.129106188,0.523658499,0.229834091,26.33288496,13.07964602,2.1949,0.081139166,85.0176,42.22857143,4.22134375,0.045396651,0.332042408,1.045197044,1.047,1.6801,1.863168539,1.521,2.504,2.782,0,0.081570673,0.005646226,0.002524519,0.071304563,0.055726949,0.006544527,0.0017593,0.001022309,0
30,Appearance,FinalClaim,0.849493488,113.9902462,94.01257418,0.615144578,1.168674699,0.505682927,0.812151125,4.641545455,8.818181818,1.7519,0.34312631,17.019,32.33333333,3.5035,0.137238772,0.294,0.95,0.8,0,1.709,1.304,0,0,0,0.293671779,0,0,0.260493174,0.46861351,0,0.015668762,0.025540083,0
30,Appearance,PrimaryClaim,0.953051643,12.9158896,10.89586896,6.28325641,1.352564103,0.494188312,0.077643268,89.108,19.18181818,3.332444444,0.030598212,140.0268571,30.14285714,4.8096,0.024534069,0.29,1.2955,0,0,3.313,0,0,4.71775,0,0.031065469,0,0,0.039650557,0.023659747,0.019252429,0,0,0
31,Appearance,Data,0.911557789,127.6821902,105.0299437,0.967331243,2.058516196,0.495542364,0.511742549,13.61376471,28.97058824,2.734238806,0.197890111,37.78514286,80.40816327,5.206404255,0.13216565,0.295311741,1.518321951,0.776315789,1.589,3.27195186,2.512,2.864,4.930712687,4.029,0.157587044,0.007724124,0.003093755,0.50433817,0.807617939,0.713719138,0.007966634,0.017637858,0.010880532
31,Appearance,FinalClaim,0.865853659,226.6156859,190.2452672,0.549897436,2.076923077,0.362526316,0.642357549,7.148666667,27,1.308,0.121980789,21.446,81,0,0,0.301,0.715,0,0,1.308,0,0,0,0,0.336846032,0,0,0.166697752,0.121980789,0,0,0,0
31,Appearance,PrimaryClaim,0.952380952,18.77783259,15.64819383,7.303444444,2.285714286,0.518180328,0.068697744,115.02925,36,6.908,0.030027145,115.02925,36,6.908,0.030027145,0.281323529,1.134888889,0.496,0,6.908,0,0,6.908,0,0.020788191,0,0,0.044397403,0.030027145,0.030027145,0.001077987,0,0
32,Appearance,Data,0.574669187,51.14176684,42.48775849,2.55661875,2.179166667,1.914235908,0.747177465,13.94519318,11.88636364,8.719724138,0.618179774,21.15822414,18.03448276,12.54489474,0.582686116,0.905,2.652,1.092,4.54,9.14,6.41,6.972,15.437,15.268,0.099557766,0.066591861,0.05681332,0.287420641,0.782038777,1.320824135,0.003559389,0.015670111,0.037324689
33,Appearance,Data,0.858299595,12.11068462,9.974982977,5.796053398,1.169902913,0.961836585,0.165141245,46.82301961,9.450980392,5.342979592,0.109635197,108.5442727,21.90909091,11.16565,0.093515675,0.33052381,2.264059701,0,1.41775,3.772431818,0,0,10.851,0,0.026159833,0.002374816,0,0.063523305,0.069509551,0.040896174,0,0,0
33,Appearance,FinalClaim,0.891472868,5.513999553,4.515401209,15.02105435,1.380434783,0.906692308,0.059705327,81.29041176,7.470588235,3.526875,0.040833989,197.4195714,18.14285714,7.221,0.031351646,0.3,2.357,0,0,4.198,0,0,5.945,0,0.008683464,0,0,0.030700386,0.024302121,0.021509664,0,0,0
33,Appearance,PrimaryClaim,0.871657754,11.42836551,9.482454628,7.275411985,1.38576779,0.710992453,0.096993362,58.86469697,11.21212121,3.399709677,0.054254363,114.2667647,21.76470588,5.638266667,0.043537954,0.336382979,1.368574074,0,1.2816,2.599,0,0,4.812774194,0,0.024416548,0.003298782,0,0.038044617,0.05485564,0.076804794,0,0,0
34,Appearance,Data,0.951231527,84.39311155,69.96188948,1.400903448,1.97044335,0.483363277,0.344356949,16.15814773,22.72727273,2.075918605,0.125555148,49.03162069,68.96551724,3.669407407,0.069676359,0.30926465,0.947976667,1.4075,1.3622,2.449696296,2.511181818,2.24,3.416350649,3.663666667,0.115056645,0.014370037,0.003150676,0.200006751,0.465159359,0.555009188,0.01187833,0.019426591,0.023189117
34,Appearance,FinalClaim,0.987951807,5.218310041,4.187532749,19.40283333,1.6875,0.983361702,0.049625484,84.66690909,7.363636364,3.3649,0.036129818,465.668,40.5,20.935,0.022478461,0.386,0.617,0,1.488,1.424,0,0,0,0,0.007045792,0.001597705,0,0.008612359,0.003057973,0,0,0,0
34,Appearance,PrimaryClaim,0.958860759,28.44632342,23.73546731,4.300649351,2.038961039,0.476392157,0.110052846,60.20909091,28.54545455,2.61,0.039408123,110.3833333,52.33333333,3.6944,0.027890684,0.274,0.835,0.632,0,2.344,2.216,0,2,0,0.035992753,0,0,0.051691077,0.067244451,0.00301978,0.00095425,0.003345916,0
35,Appearance,Data,0.795430945,110.3533192,91.19155035,2.022509728,3.719844358,1.269896686,0.626660061,13.15911392,24.20253165,6.449038462,0.48387795,22.11851064,40.68085106,9.969456522,0.441139125,0.346,0.843,2.502,2.16,3.35,4.615,2.96,5.04,9.031,0.054584107,0.008311129,0.005694662,0.229488154,0.870071279,0.761160865,0.019254115,0.035514684,0.026061737
35,Appearance,FinalClaim,0.956521739,49.63081003,41.60229664,4.326684211,3.578947368,0.653777778,0.143150827,27.40233333,22.66666667,3.48,0.084664323,41.1035,34,5.912,0.071916017,0.259,1.224,0,0,3.48,0,0,5.912,0,0.02835525,0,0,0.134003187,0.084664323,0.071916017,0,0,0
36,Appearance,Data,0.876692801,64.48215655,52.74972978,1.451356425,1.559776536,0.740234899,0.509459846,8.958372414,9.627586207,2.544506944,0.282077871,24.05488889,25.85185185,4.642509434,0.189422494,0.414,1.359,2.194,1.907,3.138,2.497,5.197,4.133,3.524,0.111869151,0.022021396,0.008001761,0.214474766,0.480738496,0.629989746,0.015201345,0.01730071,0.024416381
36,Appearance,FinalClaim,1,8.760899365,7.453302445,13.90475758,2.03030303,1.06696875,0.074408803,41.71427273,6.090909091,2.6887,0.058595597,114.71425,16.75,5.504,0.035985067,0.547,2.9,0,1.374,3.941,0,0,5.504,0,0.020265573,0.011977588,0,0.056880466,0.077298592,0.035985067,0,0,0
37,Appearance,Data,0.825159915,199.5348441,164.4354313,0.762313514,2.535135135,0.433243902,0.566791701,12.26330435,40.7826087,1.859136364,0.145010211,40.29371429,134,3.2865,0.069911649,0.331,0.6,0.479,1.166,2.045,1.873,0,3.512,0,0.172508296,0.020669654,0,0.302067675,0.826537992,0.037354284,0.018680688,0.059764728,0
37,Appearance,FinalClaim,0.987951807,270.5492476,224.9144347,0.557787879,2.515151515,0.34546875,0.600586733,9.2035,41.5,1.664,0.090400391,18.407,83,0,0,0.344,0.43,0,1.664,0,0,0,0,0,0.299016678,0.090400391,0,0.303688814,0,0,0,0,0
38,Appearance,Data,0.608411893,63.22791688,51.98426202,1.06548538,1.122807018,0.584789298,0.548389272,12.0319434,12.67924528,3.204933333,0.263855805,25.00756863,26.35294118,5.18282,0.203186329,0.33,0.924,0,1.79,3.403,0,2.812,4.501,0,0.161198257,0.01684196,0.008819291,0.138376931,0.456264221,0.599951701,0,0,0
38,Appearance,FinalClaim,0.6,42.81424918,35.58586944,1.205675978,0.860335196,0.567421348,0.467995885,11.98977778,8.555555556,2.666294118,0.210026133,26.977,19.25,4.517714286,0.146532231,0.331,1.073,0,1.464,2.308,0,0,5.736,0,0.122697112,0.013567113,0,0.089492901,0.085554361,0.026578196,0,0,0
39,Appearance,Data,0.807896735,47.82629255,38.83583386,1.969036276,1.569528416,0.725610909,0.367619487,16.7875567,13.3814433,3.509073684,0.204718394,42.85244737,34.15789474,7.032055556,0.155462471,0.37604607,1.056238095,0.66525,2.380285714,3.395421053,2.02275,3.9386,7.581338983,3.688,0.085213459,0.020464347,0.012093518,0.122592642,0.356558276,0.274687376,0.003268253,0.009937405,0.00226481
39,Appearance,FinalClaim,0.784582893,16.74514898,12.58423317,6.289531915,1.755319149,0.55044086,0.086585952,53.74690909,15,1.8152,0.030702823,147.804,41.25,2.770666667,0.014059159,0.354,0.822,0,2.728,2.21,0,2.728,0,0,0.024549403,0.004614219,0.004614219,0.029197451,0.037380585,0,0,0,0
40,Appearance,Data,0.735818476,36.99715426,30.4911717,2.446497555,1.508557457,0.727802696,0.296760251,16.53913223,10.19834711,2.787033613,0.165726164,48.81060976,30.09756098,5.727333333,0.111614078,0.361614958,1.147098266,0.7,1.601307692,4.040416107,3.936,2.688,7.784571429,8.06,0.06523122,0.010402077,0.004029512,0.099162767,0.30082524,0.217833488,0.002098704,0.011800713,0.008055026
40,Appearance,FinalClaim,0.798664122,57.90241939,49.46437837,1.356638158,1.309210526,1.14786755,0.840545272,5.426552632,5.236842105,3.544243243,0.635942175,9.81947619,9.476190476,5.37645,0.521456386,0.778,2.268,3.164,2.958,4.313,3.164,4.547,4.487,3.808,0.294283955,0.200825376,0.154353108,0.2419681,0.35556644,0.36991111,0.030687312,0.030687312,0.036933403
41,Appearance,Data,0.757511861,23.07324818,18.76689433,3.403456627,1.308813324,0.65973783,0.193439906,33.82331724,13.00689655,3.319725352,0.096118348,62.87667949,24.17948718,5.086426667,0.077783924,0.346303311,2.101728188,3.054923077,1.940923077,4.533717647,5.013083333,3.0046,4.995620833,5.471272727,0.053311315,0.005144788,0.00306318,0.127705209,0.235727608,0.244464898,0.008097658,0.012265972,0.012271477
41,Appearance,PrimaryClaim,0.793269231,6.541994837,5.315370805,13.43433099,1.464788732,0.660464286,0.048469996,100.4039474,10.94736842,2.788235294,0.024847,190.7675,20.8,4.391,0.018414038,0.454873239,1.178411765,1.128,3.917333333,2.8265,1.464,5.372,4.9,0,0.016929508,0.006160378,0.005631987,0.021002529,0.017779758,0.010274287,0.000591296,0.000767426,0
42,Appearance,Data,0.83347864,121.3284911,98.27661015,0.879113105,1.777691108,0.490200625,0.55717319,12.80707955,25.89772727,2.456793103,0.189650965,53.6677619,108.5238095,6.09075,0.108085638,0.324,0.779,0.648,1.866,2.19,2.172,3.032,3.189,2.339,0.152366012,0.013245515,0.005380547,0.244685335,0.270100965,0.124501452,0.009199457,0.007708805,0.006226137
42,Appearance,FinalClaim,0.989130435,50.45721071,41.3083758,1.865698276,1.568965517,0.72053913,0.38287412,16.64776923,14,4.2435,0.2352914,30.91728571,26,7.088,0.196505884,0.33,1.473,0,1.584,5.742,0,0,8.648,0,0.094537961,0.014638136,0,0.197379182,0.132658106,0.119877461,0,0,0
43,Appearance,Data,0.809589041,70.9029016,57.96725563,0.896656977,1.059593023,0.658618632,0.733459232,8.688732394,10.26760563,3.1189,0.353903388,26.82173913,31.69565217,7.154909091,0.255159669,0.453,1.219,2.32,5.074,5.683,2.32,9.013,9.355,0,0.270962879,0.065799968,0.05844059,0.239097098,0.783036148,0.652074891,0.003760739,0.003760739,0
43,Appearance,FinalClaim,0.891304348,83.58739324,67.83904379,0.761984615,1.061538462,0.727007752,0.946758465,4.502636364,6.272727273,2.56547619,0.543873286,11.00644444,15.33333333,4.8095,0.388418906,0.396,1.478,0,1.077,3.746,0,0,3.855,0,0.287831372,0.032617255,0,0.358093238,0.907589493,0.895081669,0,0,0
44,Appearance,Data,0.946091644,45.71696149,36.84466707,1.457811377,1.110778443,0.643565217,0.440798999,12.64698701,9.636363636,2.824394737,0.220425172,31.41348387,23.93548387,5.173,0.159362427,0.428,1.709,0,2.169,5.311,0,3.45,10.85,0,0.165254699,0.042318996,0.028342052,0.22463335,0.670816313,0.57936904,0,0,0
44,Appearance,FinalClaim,0.95631068,107.7650095,87.36289605,0.623336957,1.119565217,0.594355191,0.948323365,6.036526316,10.84210526,2.707944444,0.424982998,12.74377778,22.88888889,4.513,0.314785429,0.36,1.683,0,1.288,2.725,0,0,4.513,0,0.338988962,0.011229881,0,0.572279282,0.689007272,0.314785429,0,0,0
44,Appearance,PrimaryClaim,0.986842105,9.13503627,7.692662122,7.234449275,1.101449275,0.603058824,0.082151221,83.19616667,12.66666667,3.3952,0.034007977,83.19616667,12.66666667,3.3952,0.034007977,0.362,2.156,0,0,3.761,0,0,3.761,0,0.029007747,0,0,0.051829311,0.082878418,0.082878418,0,0,0
45,Appearance,Data,0.750491159,81.96595993,67.61247386,1.001734234,1.368468468,0.652839495,0.651122153,9.266041667,12.65833333,3.007865546,0.321906603,27.12012195,37.04878049,6.2859,0.226126762,0.413,0.794,1.808,1.85,4.53,1.808,5.267,13.308,11.895,0.157485442,0.038266969,0.014210491,0.148528003,0.749618904,2.118412663,0.001626009,0.001626009,0.010697664
45,Appearance,FinalClaim,0.7593361,82.35841417,68.91917504,0.97272067,1.335195531,0.867483146,0.886828971,7.914409091,10.86363636,4.828333333,0.582338313,21.764625,29.875,11.70557143,0.470597357,0.432,1.858,0,1.865,10.134,0,4.968,10.966,0,0.196006134,0.074978319,0.028532538,0.36281351,1.22224711,1.259612789,0,0,0
46,Appearance,Data,0.831944444,30.45310529,25.1737086,3.737665775,1.897058824,0.690150538,0.183660053,28.52830612,14.47959184,3.053595745,0.102668528,59.48455319,30.19148936,5.098395349,0.078415137,0.39071,1.894206422,1.469,2.909846154,4.181984615,1.672333333,5.3742,7.874301887,2.629,0.055900083,0.013530421,0.009611292,0.147700422,0.194457063,0.149274584,0.003678051,0.003588988,0.001880696
46,Appearance,FinalClaim,0.757225434,64.29377115,51.51021431,1.645154639,1.762886598,0.556739583,0.334922923,12.27538462,13.15384615,1.898833333,0.142787317,39.895,42.75,2.898666667,0.054493044,0.416,1.008,0,1.605,1.86,0,2.152,2,0,0.14076952,0.050288257,0.013485399,0.202130593,0.046622384,0.012532899,0,0,0
46,Appearance,PrimaryClaim,0.765060241,6.143027005,5.163157667,18.72998824,1.917647059,0.517493976,0.026979069,122.4653077,12.53846154,1.757181818,0.012140958,318.4098,32.6,2.413333333,0.004547599,0.325613636,0.705142857,0,1.112,1.94,0,0,2.448,0,0.008999095,0.001396942,0,0.009301221,0.002437111,0.001537641,0,0,0
47,Appearance,Data,0.860322333,89.5425304,74.38811451,0.996636782,1.487356322,0.622337169,0.623719544,8.179943396,12.20754717,2.500038095,0.30274694,24.08538889,35.94444444,4.884628571,0.197171176,0.397,1.324,1.571,1.683,2.587,2.216,3.12,3.283,3.332,0.203748469,0.044643248,0.017991544,0.279436357,0.477375633,0.586876091,0.005435522,0.005111444,0.007685619
47,Appearance,FinalClaim,0.89375,142.5093256,120.1724408,0.733918033,1.743169399,0.524307692,0.710491635,5.839434783,13.86956522,1.839363636,0.301294795,14.923,35.44444444,2.761,0.164459038,0.375,0.902,0,1.978,2.733,0,3.856,3.062,0,0.284795282,0.058909811,0.028710343,0.302218053,0.345931336,0.319179194,0,0,0
48,Appearance,Data,0.865591398,107.1146344,88.59885752,1.18338339,2.112627986,0.690022779,0.582429816,10.19798039,18.20588235,3.092712871,0.300293984,24.19055814,43.18604651,5.562595238,0.224601372,0.374,1.177,0.888,1.923,2.702,0,4.546,3.586,0,0.140583391,0.029579098,0.013111016,0.306641838,0.56887273,0.741198276,0.000853687,0,0
48,Appearance,FinalClaim,0.930555556,47.42145821,40.17651321,2.760545455,2.181818182,0.4424375,0.155415048,30.366,24,1.832,0.040220422,45.549,36,2.664,0.029243233,0.326,1.074,0,0,1.637,0,0,2.664,0,0.075149839,0,0,0.117895014,0.053908977,0.029243233,0,0,0
49,Appearance,Data,0.821886792,42.32733136,34.93684493,2.318150803,1.635352287,0.665245353,0.286262973,23.4423,16.5375,3.208294872,0.133437739,55.15835294,38.91176471,5.9201875,0.101017178,0.375868217,1.220446809,3.5378,1.378,2.628403727,4.3936,2.208,3.187924051,7.632,0.077563315,0.008817394,0.001177359,0.122345077,0.225646054,0.134290364,0.009432202,0.011713868,0.008139133
49,Appearance,FinalClaim,0.811827957,83.81343225,70.08128798,1.151909091,1.609090909,0.506990826,0.436129745,15.83875,22.125,2.467428571,0.136311262,63.355,88.5,9.576,0.075574146,0.351,0.845,0,1,1.541,0,0,0,0,0.157895983,0.007892037,0,0.160050509,0.194586063,0,0,0,0
49,Appearance,PrimaryClaim,0.817142857,8.691067321,7.399823033,10.41497414,1.50862069,0.506324561,0.047776866,100.6780833,14.58333333,1.6864,0.013958682,302.03425,43.75,3.052,0.005052407,0.416474576,1.147285714,0,1.472,2.4175,0,2.256,3.848,0,0.020338753,0.004873619,0.001867338,0.019942275,0.020010148,0.003185069,0,0,0
50,Appearance,Data,0.920495988,107.7947965,88.51762484,0.586133743,1.053036126,0.502106923,0.855983791,8.472888889,15.22222222,2.054247191,0.23975556,31.77333333,57.08333333,4.227913043,0.127520457,0.391,1.074,1.445,1.767,2.676,2.568,4.701,4.257,3.951,0.355333351,0.041709505,0.018494282,0.299992132,0.498310953,0.748056546,0.017054396,0.026940831,0.036268621
50,Appearance,FinalClaim,0.887323944,110.6637226,95.07728276,0.549928571,1.014285714,0.512,0.917729575,6.415833333,11.83333333,2.411,0.313157553,9.62375,17.75,3.215666667,0.250603975,0.379,1.257,0,1.176,3.348,0,0,3.348,0,0.403662813,0.030549422,0,0.326535914,0.173944668,0.173944668,0,0,0
51,Appearance,Data,0.87173913,64.21304177,52.66036428,1.600296786,1.712665406,0.527799242,0.329189883,14.85187719,15.89473684,1.897714286,0.12553437,60.46835714,64.71428571,3.697615385,0.056781764,0.317,0.919,0.416,1.414,1.87,1.585,2.128,3.708,0,0.085001955,0.00668118,0.002513711,0.143295726,0.267282652,0.01752038,0.000982804,0.00374458,0
51,Appearance,FinalClaim,0.955223881,10.14588554,8.76235569,11.1516,1.885714286,0.440176471,0.038344273,130.102,22,2.424,0.012421024,195.153,33,3.808,0.009756448,0.257,0.646,0,0,4.19,0,0,4.19,0,0.011852239,0,0,0.014896005,0.096616501,0.096616501,0,0,0
52,Competition,Data,0.832871012,40.85800853,33.44507431,3.660872792,2.492932862,1.570588652,0.427504302,15.69737879,10.68939394,5.508046154,0.34557304,31.39475758,21.37878788,9.748203125,0.301094952,0.548325967,2.338287736,1.552,2.280421053,5.800179104,3.9154,3.718571429,6.444582915,3.9154,0.047897883,0.020910652,0.012562414,0.239239421,0.562647499,0.618937537,0.003745076,0.009448113,0.009448113
52,Competition,FinalClaim,0.858575727,108.549901,91.94815146,2.34915,4.25,1.891105263,0.764765979,9.3966,17,7.62425,0.649107124,11.74575,21.25,9.800333333,0.625779537,0.315,0.857,0,0,2.468,0,0,3.84,0,0.053636422,0,0,0.200647043,0.105059277,0.08173169,0,0,0
52,Competition,PrimaryClaim,0.942857143,25.97512892,21.93593423,6.658889655,2.882758621,1.558468531,0.23081512,30.17309375,13.0625,6.012866667,0.186824147,53.64105556,23.22222222,10.03225,0.166244968,0.427684211,1.910912281,0,1.73575,4.248357143,0,2.512,5.381157895,0,0.025248074,0.007190802,0.002601656,0.112809529,0.123199581,0.105891114,0,0,0
53,Competition,Data,0.791201117,141.4040932,118.8715713,1.711811429,4.034285714,0.747275072,0.435293273,10.69882143,25.21428571,2.809381818,0.257898901,21.39764286,50.42857143,4.279222222,0.192843337,0.446,0.997,0.515,2.519,2.321,1.901,3.355,2.8,2.411,0.101239456,0.033635213,0.027998745,0.327821489,0.732171768,0.878601448,0.006876592,0.025383303,0.032193132
53,Competition,FinalClaim,1,32.22311731,26.66740743,7.1998,3.866666667,0.748642857,0.097048992,35.999,19.33333333,3.328,0.061631342,35.999,19.33333333,3.328,0.061631342,0.27,1.191,0,0,3.328,0,0,3.328,0,0.012500347,0,0,0.088224673,0.061631342,0.061631342,0,0,0
53,Competition,PrimaryClaim,1,30.47137349,25.80738775,11.35105882,5.764705882,0.437,0.036233987,96.484,49,1.808,0.009369429,192.968,98,0,0,0.401,0.497,0,0,1.808,0,0,0,0,0.020780648,0,0,0.030906679,0.009369429,0,0,0,0
54,Appearance,Data,0.720711974,127.0269565,102.9157399,0.768613516,1.627243928,0.535191231,0.695939699,10.62594161,22.49635036,2.890169118,0.270006471,25.99560714,55.03571429,5.120309091,0.193450954,0.383,0.829,1.121,2.548,2.487,2.907,5.981,3.424,3.696,0.222577441,0.045507689,0.028759667,0.262523064,0.702149539,0.832624193,0.008470525,0.019969033,0.022850014
54,Appearance,FinalClaim,0.845588235,66.37712038,55.56010817,1.649054054,1.824324324,0.426917808,0.255388019,40.67666667,45,2.384,0.039072359,61.015,67.5,3.264,0.026747521,0.34,0.837,0,0,3.264,0,0,3.264,0,0.125379005,0,0,0.109743506,0.026747521,0.026747521,0,0,0
55,Competition,Data,0.763500931,66.75415794,56.28044318,4.952875,5.510416667,0.575404255,0.113755479,39.623,44.08333333,2.336,0.049129714,67.92514286,75.57142857,3.2096,0.033751441,0.345391304,0.6726,0.384,0,2.54,0,0,3.541333333,0,0.016707468,0,0,0.070729122,0.032052091,0.022343925,0.000807612,0,0
55,Competition,FinalClaim,0.771208226,208.3956526,175.4910759,1.280297872,4.446808511,0.535065217,0.409030478,12.0348,41.8,1.734,0.115265729,20.058,69.66666667,2.2,0.073121282,0.531,0.531,0,2.048,0,0,2.048,0,0,0.123541729,0.034034633,0.034034633,0.052946455,0,0,0,0,0
55,Competition,PrimaryClaim,0.777493606,65.08774824,55.02263253,4.645077922,5.038961039,0.74464,0.156143495,29.80591667,32.33333333,3.4167,0.095526336,89.41775,97,11.7795,0.065867795,0.413538462,0.7506,0,1.228,2.5714,0,0,7.264,0,0.030061146,0.006866646,0,0.073450182,0.035946442,0.020309167,0,0,0
56,Appearance,Data,0.835471277,97.95481386,80.5160977,0.974225806,1.590501792,0.645012556,0.661483799,6.51039521,10.62874251,2.115885542,0.323054976,20.90838462,34.13461538,3.895921569,0.182749651,0.387,1.057,1.57,1.611,2.116,1.651,2.55,4.205,3.526,0.186517003,0.032598258,0.009381588,0.251797218,0.496285995,0.974636601,0.005776115,0.006074118,0.012972345
56,Appearance,FinalClaim,0.714285714,139.5524265,118.1795323,0.769741935,1.790322581,0.549196721,0.70197385,6.817714286,15.85714286,1.82,0.22881569,15.908,37,2.76,0.115665074,0.401,0.925,0,1.088,3.67,0,0,3.67,0,0.277281871,0.022797754,0,0.251969659,0.845905624,0.845905624,0,0,0
57,Competition,Data,0.884030418,160.4121358,133.2654667,1.581292683,4.227642276,0.618516393,0.387966005,12.9666,34.66666667,2.532285714,0.182273431,27.78557143,74.28571429,4.0965,0.12637083,0.305,0.73,0.624,1.24,1.778,0,0,2.312,0,0.045475812,0.006375354,0,0.255219821,0.063990046,0.035660852,0.009624728,0,0
57,Competition,FinalClaim,0.97761194,118.7111362,99.96727262,2.800916667,5.541666667,0.797173913,0.272752968,16.8055,33.25,4.029,0.179807206,33.611,66.5,9.727,0.144699652,0.385,1.065,0,1.296,9.727,0,0,9.727,0,0.051545625,0.019279403,0,0.237645414,0.144699652,0.144699652,0,0,0
58,Appearance,Data,0.871428571,39.24052637,32.68460308,1.38789011,0.907692308,1.118740088,0.804300939,8.309078947,5.434210526,4.793573333,0.569317012,21.77551724,14.24137931,10.56264286,0.468343125,0.426,1.328,1.256,1.568,2.329,0,2.888,4.653,0,0.158529826,0.042211278,0.013719932,0.12617777,0.173340829,0.022104863,0.001988947,0,0
58,Appearance,FinalClaim,0.923913043,101.8504701,83.94269512,0.66182716,1.12345679,0.5706875,0.851645277,3.829142857,6.5,1.512615385,0.366810924,13.402,22.75,2.541333333,0.142217579,0.427,1.447,0,1.077,1.938,0,0,2.541,0,0.390296224,0.060270855,0,0.404883599,0.397664528,0.142198926,0,0,0
59,Competition,Data,0.914863922,62.49813734,51.46392328,1.614696009,1.681924883,0.812311765,0.501893189,13.10210476,13.64761905,4.089300971,0.306165276,26.97492157,28.09803922,7.087122449,0.252426909,0.326558673,1.370138393,1.3536,1.37,3.198112676,3.5056,2.048,5.433698113,5.858,0.093050117,0.010954256,0.001488674,0.223091019,0.495157085,0.418669192,0.004919602,0.012740955,0.012774392
59,Competition,FinalClaim,0.910122164,107.6769691,94.30531934,0.827718447,1.485436893,0.688970588,0.82429183,7.750454545,13.90909091,4.0086,0.470189432,12.17928571,21.85714286,5.641,0.396997244,0.354,2.789,0,1.676,4.608,0,0,4.608,0,0.282352941,0.039317342,0,0.556131605,0.64859539,0.64859539,0,0,0
59,Competition,PrimaryClaim,0.893772894,29.7059869,24.48295624,3.15088,1.56,0.566300578,0.17767372,23.97408696,11.86956522,1.974952381,0.075215269,55.1404,27.3,2.915875,0.042304735,0.360611765,1.1958,0,1.404,2.85175,0,0,3.34476,0,0.055589006,0.005092455,0,0.097589064,0.16549753,0.151647431,0,0,0
60,Appearance,Data,0.823446328,79.534774,64.93093131,2.153653226,2.85483871,1.295418182,0.600285337,15.94346269,21.13432836,7.335454545,0.453224641,31.418,41.64705882,13.33078788,0.411824619,0.311,1.008,0.418,1.195,2.21,1.38,0,4.28,4.018,0.036683729,0.002237384,0,0.180233886,0.347571456,0.66511142,0.00195654,0.005167514,0.015045703
60,Appearance,FinalClaim,0.889952153,62.65196832,50.71826007,3.528263158,3.684210526,1.934553571,0.538682618,20.1111,21,10.00655556,0.44780743,25.138875,26.25,12.42028571,0.432308526,0.243,2.516,0.552,0,3.56,2.2,0,3.56,2.2,0.018124319,0,0,0.387825629,0.495646683,0.495646683,0.002744753,0.010939233,0.010939233
61,Appearance,Data,0.906380028,62.82271945,52.67222737,5.208965517,5.454022989,0.92269112,0.175777837,37.24767123,39,4.491652174,0.1139812,71.55473684,74.92105263,7.775117647,0.097221854,0.730373494,1.083579082,0.800888889,4.067117647,2.398138889,1.268,7.149,3.086948905,2.372,0.044589346,0.025428086,0.021033585,0.156215705,0.127003251,0.15553496,0.002650897,0.000932668,0.001744708
61,Appearance,FinalClaim,0.873015873,222.2222222,186.4376454,1.728556701,6.402061856,0.83875,0.480229021,9.315,34.5,3.008705882,0.305051589,27.945,103.5,6.7166,0.200292241,0.513,0.885,0.442,1.612,2.546,2.296,2.32,2.708,2.612,0.100966184,0.038456492,0.013836703,0.369475756,0.98699827,0.807538618,0.010544522,0.054774259,0.031156438
61,Appearance,PrimaryClaim,0.942528736,10.61272126,8.620890877,28.77425373,5.089552239,1.110793651,0.036299034,137.7053571,24.35714286,5.1357,0.026639175,192.7875,34.1,7.621,0.023718343,0.38295,1.780487179,0,1.3675,9.7338,0,0,9.7338,0,0.003972768,0.00141866,0,0.036018414,0.025244894,0.025244894,0,0,0
